id	x	y	z	radius	Sinapic acid	SLES	Kaurenoic Acid	Tryptophan
3m__BH6_01_1195					61808.0	1864.0	5644.0	4668.0
3m__BH7_01_1196					34072.0	940.0	3660.0	2284.0
3m__BH8_01_1197					148648.0	784.0	8348.0	1076.0
3m__BH9_01_1198					858164.0	2740.0	6316.0	5708.0
4m__BA10_01_1216	2.091063	4.332704	63.129841000000006	0.9	724.0	25760.0	15956.0	189608.0
4m__BA11_01_1217	5.611082	2.743119	55.43585600000001	0.9	0.0	13428.0	0.0	87300.0
4m__BA12_01_1218	2.193152	4.503966999999999	55.46524	0.9	0.0	15720.0	0.0	379692.0
4m__BA1_01_1207	2.451962	3.2596939999999996	65.16969300000001	0.9	616.0	3148.0	68588.0	40400.0
4m__BA2_01_1208	5.003538	3.413761	64.17524	0.9	932.0	14176.0	35076.0	70960.0
4m__BA3_01_1209	7.214466000000001	3.392694	62.110466	0.9	2048.0	7456.0	23824.0	56836.0
4m__BA4_01_1210	4.7743660000000006	4.418455000000001	61.501251	0.9	1516.0	17688.0	19104.0	98148.0
4m__BA5_01_1211	2.037902	4.890556	59.9552	0.9	1000.0	15812.0	30876.0	155328.0
4m__BA6_01_1212	4.323195	4.504080999999999	59.846596	0.9	1096.0	5972.0	20044.0	114752.0
4m__BA7_01_1213	6.706069	2.846953	59.65205400000001	0.9	240.0	10844.0	0.0	176092.0
4m__BA8_01_1214	5.582972	3.7400309999999997	57.954025	0.9	0.0	12388.0	10920.0	164116.0
4m__BA9_01_1215	2.043536	4.784461	57.769653000000005	0.9	0.0	10620.0	0.0	155596.0
4m__BB10_01_1228	4.945	-3.5524120000000003	62.799026	0.9	1512.0	15156.0	14044.0	161244.0
4m__BB11_01_1229	3.0718259999999997	-4.625405000000001	61.763222	0.9	15356.0	23224.0	13420.0	241912.0
4m__BB12_01_1230	0.9839200000000001	-5.1438809999999995	60.521446	0.9	1372.0	20848.0	24764.0	1550696.0
4m__BB1_01_1219	3.3925440000000004	3.7668589999999997	53.45021800000001	0.9	357848.0	6536.0	10244.0	234804.0
4m__BB2_01_1220	5.337867	2.5165669999999998	53.726299	0.9	363504.0	8216.0	0.0	423868.0
4m__BB3_01_1221	1.492979	4.127046	52.377972	0.9	335692.0	8556.0	0.0	144644.0
4m__BB4_01_1222	3.326075	3.4722760000000004	51.859921	0.9	462524.0	9844.0	0.0	166904.0
4m__BB5_01_1223	5.0800089999999996	2.049401	50.366394	0.9	323452.0	13052.0	0.0	165764.0
4m__BB6_01_1224	2.586544	3.719676	49.642895	0.9	605936.0	10284.0	0.0	154520.0
4m__BB7_01_1225	4.872818	3.041085	48.381634000000005	0.9	15328.0	19244.0	0.0	11220.0
4m__BB8_01_1226	1.443639	3.992582	48.182579	0.9	526484.0	21496.0	13268.0	61280.0
4m__BB9_01_1227	1.251886	-4.011545	62.920799	0.9	429328.0	7240.0	12472.0	73392.0
4m__BC10_01_1240	0.527183	-5.51339	53.213271999999996	0.9	744332.0	33816.0	0.0	156340.0
4m__BC11_01_1241	2.712425	-4.416323	52.203808	0.9	2264348.0	13624.0	0.0	426640.0
4m__BC12_01_1242	1.223568	-5.155172	50.888020000000004	0.9	178472.0	8228.0	10428.0	303588.0
4m__BC1_01_1231	4.529611	-4.895129	60.511593000000005	0.9	37588.0	12132.0	7220.0	94572.0
4m__BC2_01_1232	0.104202	-5.505912	58.703185999999995	0.9	57596.0	8440.0	13052.0	242608.0
4m__BC3_01_1233	3.031762	-5.781404	58.99244300000001	0.9	32796.0	9588.0	0.0	162268.0
4m__BC4_01_1234	4.1826419999999995	-5.524004	57.188461	0.9	1086964.0	11856.0	0.0	154704.0
4m__BC5_01_1235	3.409214	-5.831565	57.24765	0.9	47320.0	30944.0	21368.0	432672.0
4m__BC6_01_1236	1.0121870000000002	-5.664917	56.147690000000004	0.9	1141968.0	34704.0	0.0	243900.0
4m__BC7_01_1237	4.4116089999999994	-4.4408080000000005	55.222080000000005	0.9	136468.0	12900.0	0.0	143620.0
4m__BC8_01_1238	2.737164	-5.355505	54.69974499999999	0.9	55564.0	16920.0	0.0	182480.0
4m__BC9_01_1239	5.375208	-2.51631	52.864929000000004	0.9	2900.0	8804.0	0.0	359416.0
4m__BD10_01_1252	2.051416	-3.7302839999999997	44.473969	0.9	2568.0	5792.0	0.0	606232.0
4m__BD11_01_1253					90732.0	8744.0	0.0	0.0
4m__BD12_01_1254					78324.0	13108.0	0.0	0.0
4m__BD1_01_1243	4.8011919999999995	-2.3565669999999996	50.379135	0.9	0.0	11668.0	0.0	435320.0
4m__BD2_01_1244	3.123793	-3.655911	49.163696	0.9	270436.0	5676.0	0.0	844300.0
4m__BD3_01_1245					300312.0	14012.0	0.0	269848.0
4m__BD4_01_1246	0.91751	-4.622024	48.520866	0.9	334068.0	3448.0	0.0	495372.0
4m__BD5_01_1247	0.8690129999999999	-4.603789	47.164574	0.9	1912.0	5564.0	0.0	1140052.0
4m__BD6_01_1248	3.4051989999999996	-3.362538	47.595436	0.9	16032.0	19236.0	0.0	330980.0
4m__BD7_01_1249	1.615737	-4.604744	47.790245	0.9	360752.0	6980.0	0.0	1313512.0
4m__BD8_01_1250	5.391058	-2.309069	48.002777	0.9	192416.0	16024.0	0.0	1023288.0
4m__BD9_01_1251	0.806354	-4.295367	45.589672	0.9	132264.0	6988.0	340.0	1558332.0
4m__BE10_01_1264					364444.0	11864.0	0.0	0.0
4m__BE11_01_1265					656692.0	12552.0	0.0	0.0
4m__BE12_01_1266					108484.0	10360.0	0.0	6392.0
4m__BE1_01_1255	3.964165	-2.834726	45.894783000000004	0.9	3232.0	6708.0	0.0	412.0
4m__BE2_01_1256					262760.0	6976.0	0.0	384.0
4m__BE3_01_1257					117436.0	8776.0	0.0	456.0
4m__BE4_01_1258					1188384.0	11560.0	0.0	1332.0
4m__BE5_01_1259					11016.0	11436.0	0.0	756.0
4m__BE6_01_1260					1846004.0	7748.0	0.0	0.0
4m__BE7_01_1261					382296.0	5572.0	0.0	0.0
4m__BE8_01_1262					35908.0	13128.0	0.0	0.0
4m__BE9_01_1263					38904.0	11816.0	0.0	516.0
4m__BF10_01_1276	10.040903	1.8007	4.189074	0.9	2904.0	15136.0	0.0	0.0
4m__BF11_01_1277	6.872372	2.22933	40.461754	0.9	6892.0	14244.0	0.0	0.0
4m__BF12_01_1278	7.7803059999999995	1.910736	37.406784	0.9	1676.0	12696.0	0.0	5380.0
4m__BF1_01_1267	3.2967370000000003	-1.982818	36.063927	0.9	1732.0	13840.0	0.0	4524.0
4m__BF2_01_1268	3.592592	-2.0068479999999997	33.263020000000004	0.9	0.0	12984.0	0.0	0.0
4m__BF3_01_1269	3.9095720000000003	-1.8543450000000001	30.487292999999998	0.9	1688.0	6196.0	0.0	1880.0
4m__BF4_01_1270	4.476255999999999	-2.114068	27.608612	0.9	411700.0	12308.0	0.0	5212.0
4m__BF5_01_1271	4.9523459999999995	-1.870282	24.337108999999998	0.9	433908.0	11080.0	0.0	0.0
4m__BF6_01_1272	6.280775	-0.620727	20.353292	0.9	548152.0	9972.0	0.0	124.0
4m__BF7_01_1273	7.062544	0.276437	16.733549	0.9	478372.0	9768.0	0.0	4324.0
4m__BF8_01_1274	7.865319	0.950009	13.449103	0.9	204384.0	12484.0	0.0	3332.0
4m__BF9_01_1275	8.835655000000001	1.828872	9.075967	0.9	1424.0	14492.0	0.0	804.0
4m__BG10_01_1288					2184.0	14804.0	0.0	0.0
4m__BG11_01_1289					4540.0	14912.0	1480.0	1232.0
4m__BG12_01_1290					1284.0	15520.0	0.0	0.0
4m__BG1_01_1279	8.567279	1.342874	33.99102	0.9	4648.0	14664.0	2296.0	5804.0
4m__BG2_01_1280	8.779863	1.084473	30.154171	0.9	114072.0	9604.0	0.0	4836.0
4m__BG3_01_1281	8.216341	1.378767	26.387273999999998	0.9	43116.0	11632.0	0.0	2020.0
4m__BG4_01_1282	8.88377	2.0536950000000003	22.587788	0.8	328364.0	9160.0	0.0	1212.0
4m__BG5_01_1283	10.269983	3.2482599999999997	18.858093	0.8	123512.0	13876.0	0.0	824.0
4m__BG6_01_1284	10.959151	3.400846	15.499451	0.8	688732.0	12040.0	0.0	1964.0
4m__BG7_01_1285	11.147983	3.6576940000000002	11.926401	0.8	808204.0	15544.0	0.0	820.0
4m__BG8_01_1286	11.229221	3.730957	8.735607	0.8	916.0	17880.0	0.0	4864.0
4m__BG9_01_1287	11.553873	4.096951	4.984797	0.8	71636.0	16980.0	0.0	3664.0
4m__BH10_01_1300					92448.0	7896.0	0.0	848.0
4m__BH11_01_1301					8660.0	18600.0	0.0	4220.0
4m__BH12_01_1302					17216.0	11632.0	0.0	3768.0
4m__BH1_01_1291					87024.0	13876.0	0.0	2652.0
4m__BH2_01_1292					1187700.0	8756.0	272.0	0.0
4m__BH3_01_1293					783328.0	13168.0	3916.0	2612.0
4m__BH4_01_1294					213220.0	10672.0	0.0	0.0
4m__BH5_01_1295					145284.0	0.0	0.0	6736.0
4m__BH6_01_1296					18020.0	13512.0	0.0	2668.0
4m__BH7_01_1297					1920984.0	9804.0	0.0	4020.0
4m__BH8_01_1298					2405300.0	15044.0	0.0	3272.0
4m__BH9_01_1299					148156.0	14556.0	0.0	3100.0
5m__BA10_01_1316	3.28895	-2.19544	38.984444	0.7	15088.0	8176.0	0.0	108296.0
5m__BA11_01_1317	0.659746	-1.9515900000000002	39.015068	0.6	4116.0	11068.0	0.0	82300.0
5m__BA12_01_1318	1.558411	-1.435663	39.01675	0.6	1129564.0	9860.0	7608.0	138340.0
5m__BA1_01_1307	1.039022	-3.779964	42.687401	0.7	9916.0	2484.0	0.0	0.0
5m__BA2_01_1308	2.910303	-2.864016	42.076832	0.7	15064.0	4708.0	11444.0	0.0
5m__BA3_01_1309	4.804022	-2.5236709999999998	41.553909000000004	0.7	85948.0	1596.0	19228.0	0.0
5m__BA4_01_1310	1.1280860000000001	-3.6508480000000003	41.231232	0.7	8828.0	0.0	0.0	0.0
5m__BA5_01_1311	2.261759	-2.9272650000000002	40.784595	0.7	23520.0	3520.0	6056.0	66764.0
5m__BA6_01_1312	3.323119	-2.3762939999999997	40.413567	0.7	32188.0	3480.0	6424.0	69088.0
5m__BA7_01_1313	4.846807	-2.621927	39.880356	0.7	18800.0	3280.0	8184.0	121840.0
5m__BA8_01_1314	1.01796	-2.995702	39.849537	0.7	7656.0	4360.0	0.0	168676.0
5m__BA9_01_1315	2.0388919999999997	-2.15993	39.750316999999995	0.7	13428.0	4608.0	6788.0	76944.0
5m__BB10_01_1328	0.9262440000000001	3.761501	37.375969	0.7	28524.0	6280.0	0.0	99744.0
5m__BB11_01_1329	0.312053	4.575516	45.384910999999995	0.9	14556.0	4428.0	0.0	76888.0
5m__BB12_01_1330	2.873786	4.975845	45.566666	0.9	4024.0	6224.0	0.0	91036.0
5m__BB1_01_1319	2.163379	-1.8038720000000001	37.944839	0.6	0.0	6516.0	0.0	78484.0
5m__BB2_01_1320	0.054846000000000006	-0.39764	38.676331	0.6	3132.0	4724.0	7600.0	40156.0
5m__BB3_01_1321	0.675986	-0.268311	38.367939	0.6	4784.0	8404.0	0.0	89592.0
5m__BB4_01_1322	1.4757040000000001	-1.241393	37.327263	0.7	22816.0	6768.0	8352.0	65196.0
5m__BB5_01_1323	-0.319112	2.0187720000000002	39.147594	0.7	527928.0	8148.0	0.0	75068.0
5m__BB6_01_1324	0.039158	2.369309	38.220321999999996	1.0	737692.0	5656.0	0.0	352480.0
5m__BB7_01_1325	0.26195799999999997	2.536596	36.927368	1.0	30924.0	1192.0	0.0	23348.0
5m__BB8_01_1326	-0.519062	3.098423	39.834671	1.0	8148.0	3284.0	12064.0	93292.0
5m__BB9_01_1327	0.364334	3.697754	38.753674	0.9	10096.0	3804.0	0.0	69176.0
5m__BC10_01_1340	1.314137	2.899075	33.431953	0.9	43172.0	7448.0	0.0	286704.0
5m__BC11_01_1341	3.7100470000000003	4.498067	33.658611	0.9	35812.0	4644.0	0.0	281524.0
5m__BC12_01_1342	6.7982119999999995	3.613614	33.770298	0.9	1321360.0	6692.0	0.0	349664.0
5m__BC1_01_1331	3.115158	5.616131	43.828461	0.9	68380.0	5248.0	0.0	147536.0
5m__BC2_01_1332	4.659758	4.748121	41.806946	0.9	1226468.0	7928.0	0.0	145836.0
5m__BC3_01_1333	1.384961	5.917076	42.413242	0.9	510584.0	9428.0	0.0	182036.0
5m__BC4_01_1334	-0.780193	4.182205000000001	43.753212	0.9	1860488.0	5920.0	0.0	94904.0
5m__BC5_01_1335	-0.6368510000000001	4.39105	42.245796	0.9	52284.0	10180.0	0.0	249148.0
5m__BC6_01_1336	2.500787	5.760635	40.475838	0.9	34628.0	5992.0	0.0	127932.0
5m__BC7_01_1337	4.894186	4.914165000000001	39.212425	0.9	204612.0	7320.0	1584.0	353632.0
5m__BC8_01_1338	2.825284	4.854072	37.312484999999995	0.9	666220.0	7860.0	0.0	295420.0
5m__BC9_01_1339	5.808951	4.380101	36.513535	0.9	39140.0	7508.0	0.0	130200.0
5m__BD10_01_1352	5.846432	3.2853769999999995	20.437107	0.8	1151944.0	5888.0	0.0	904192.0
5m__BD11_01_1353	6.861727	4.030803	20.122019	0.8	245492.0	2596.0	4376.0	488740.0
5m__BD12_01_1354	8.494477	4.4159370000000004	19.536215	0.8	616692.0	6900.0	0.0	549636.0
5m__BD1_01_1343	6.156305000000001	3.97044	31.338562	0.9	1019092.0	3712.0	4128.0	680572.0
5m__BD2_01_1344	2.1931529999999997	3.225005	31.233252	0.9	173084.0	7972.0	0.0	597032.0
5m__BD3_01_1345	8.890194000000001	4.894144	17.952274	0.7	450172.0	8248.0	0.0	310108.0
5m__BD4_01_1346	4.5266910000000005	3.8628120000000004	29.055978999999997	0.9	76540.0	4236.0	0.0	169156.0
5m__BD5_01_1347	6.283903	3.6390480000000003	28.066149	0.9	856412.0	10180.0	0.0	784152.0
5m__BD6_01_1348	3.7323839999999997	2.7039999999999997	26.904388	0.9	231904.0	6572.0	0.0	379180.0
5m__BD7_01_1349	5.193865	3.181437	25.026379000000002	0.8	91972.0	5072.0	0.0	804008.0
5m__BD8_01_1350	7.156055	3.189316	23.412777	0.8	305968.0	9328.0	0.0	946920.0
5m__BD9_01_1351	4.940736	2.571558	22.553482000000002	0.8	195668.0	9960.0	0.0	924568.0
5m__BE10_01_1364	5.861833	3.6778519999999997	19.028896	0.7	842332.0	5092.0	0.0	727404.0
5m__BE11_01_1365	6.574753	4.637589	13.905399	0.7	266240.0	5896.0	3064.0	1233560.0
5m__BE12_01_1366	8.310642	5.173312	13.454697	0.7	1044596.0	4704.0	0.0	576292.0
5m__BE1_01_1355	8.031176	3.6023059999999996	21.448936	0.8	1458916.0	10008.0	0.0	1490976.0
5m__BE2_01_1356	7.331747999999999	4.1177220000000005	11.774769000000001	0.7	2027728.0	8852.0	0.0	1296756.0
5m__BE3_01_1357	7.192253999999999	4.727104	18.392257999999998	0.7	1365240.0	15932.0	0.0	1186860.0
5m__BE4_01_1358	5.864395	4.057693	17.638664000000002	0.7	1385832.0	10136.0	0.0	1271336.0
5m__BE5_01_1359	7.327300999999999	5.010002	17.253624	0.7	1377224.0	16656.0	0.0	1918652.0
5m__BE6_01_1360	6.03677	4.3812370000000005	16.075135999999997	0.7	340448.0	6876.0	2584.0	1189528.0
5m__BE7_01_1361	9.241365	5.198591	16.001072	0.7	424772.0	8676.0	0.0	1009072.0
5m__BE8_01_1362	7.673422	5.12976	15.153869	0.7	597848.0	5408.0	0.0	1089416.0
5m__BE9_01_1363	9.215672999999999	5.212979	14.289587	0.7	141920.0	5028.0	0.0	745528.0
5m__BF10_01_1376	14.48003	-3.4779690000000003	-0.06467200000000001	0.4	917520.0	9384.0	6708.0	1314340.0
5m__BF11_01_1377	13.675809	-2.6564919999999996	0.295415	0.5	807972.0	11716.0	0.0	1312800.0
5m__BF12_01_1378	14.860248	-2.201896	0.34060999999999997	0.4	235548.0	7016.0	0.0	782640.0
5m__BF1_01_1367	9.736262	4.71245	12.232660000000001	0.7	1024540.0	8068.0	0.0	1488488.0
5m__BF2_01_1368	8.855	5.060016	10.650051	0.7	793952.0	9400.0	0.0	1738008.0
5m__BF3_01_1369	9.471601	4.924827	9.556675	0.7	1058692.0	9196.0	4632.0	1081852.0
5m__BF4_01_1370	8.691459	4.81506	8.541282	0.7	1130016.0	10588.0	0.0	917896.0
5m__BF5_01_1371	9.565533	5.082736	6.601761	0.7	1156464.0	6892.0	0.0	1184072.0
5m__BF6_01_1372	9.29567	4.102436	3.7467660000000005	0.7	655016.0	11844.0	0.0	2620184.0
5m__BF7_01_1373	10.395904	5.392444	3.8517919999999997	0.7	110044.0	14768.0	0.0	1670904.0
5m__BF8_01_1374	9.167228999999999	6.184935	2.206426	0.7	670984.0	13004.0	0.0	667372.0
5m__BF9_01_1375	15.104148	-3.8001739999999997	0.12783599999999998	0.4	1481096.0	9812.0	0.0	1237780.0
5m__BG10_01_1388	13.696513000000001	-0.162133	0.13176400000000002	0.65	97128.0	20324.0	0.0	490376.0
5m__BG11_01_1389	12.370431	-0.360748	0.21768400000000002	0.65	121796.0	23024.0	0.0	1394956.0
5m__BG12_01_1390	13.839687	1.1428040000000002	0.166272	0.65	47228.0	14116.0	0.0	686112.0
5m__BG1_01_1379	15.687577	-3.028368	-0.034806000000000004	0.4	761724.0	7264.0	0.0	506896.0
5m__BG2_01_1380	15.827385000000001	-2.171436	-0.09160800000000001	0.4	156028.0	10044.0	0.0	473468.0
5m__BG3_01_1381	15.209572	-1.4156799999999998	0.29981399999999997	0.4	531788.0	16340.0	0.0	1042956.0
5m__BG4_01_1382	15.883176999999998	-1.308658	-0.059144	0.35	520332.0	13808.0	0.0	680372.0
5m__BG5_01_1383	15.350082	-0.55356	0.279721	0.4	250596.0	13332.0	3124.0	996252.0
5m__BG6_01_1384	15.933832999999998	-0.298508	-0.009217	0.35	128548.0	18152.0	3564.0	1198168.0
5m__BG7_01_1385	15.379779999999998	0.420455	0.273385	0.4	181252.0	14264.0	2880.0	913536.0
5m__BG8_01_1386	14.491364	-1.314035	0.041961	0.5	37044.0	10308.0	2068.0	1168396.0
5m__BG9_01_1387	13.043906	-1.639182	0.129708	0.65	150260.0	11284.0	3008.0	1055288.0
5m__BH10_01_1400					918440.0	10416.0	4020.0	547272.0
5m__BH11_01_1401					393088.0	12648.0	2664.0	728544.0
5m__BH12_01_1402					26352.0	10652.0	1408.0	372248.0
5m__BH1_01_1391	11.894477	1.067495	0.3402	0.65	3148.0	23716.0	2772.0	1147232.0
5m__BH2_01_1392	12.477478999999999	2.628325	0.36424	0.65	1116.0	18316.0	0.0	1850376.0
5m__BH3_01_1393	10.788606	2.144589	0.481677	0.65	2252.0	11656.0	2632.0	981788.0
5m__BH4_01_1394	11.436128	3.796387	0.548744	0.65	2572.0	29288.0	4204.0	2632728.0
5m__BH5_01_1395	10.045364	3.7628150000000002	0.619708	0.65	113420.0	5732.0	0.0	3752716.0
5m__BH6_01_1396	9.757002	5.234279	0.726518	0.5	33560.0	16176.0	0.0	986560.0
5m__BH7_01_1397	8.955986	4.373268	0.739376	0.5	24004.0	13608.0	0.0	1125544.0
5m__BH8_01_1398	8.774654	5.388553	0.823411	0.5	8264.0	34896.0	12232.0	2234812.0
5m__BH9_01_1399					54176.0	30352.0	2776.0	1489192.0
