id	x	y	z	radius	Sinapic acid	SLES	Kaurenoic Acid	Tryptophan
2m__BB10_01_1027	11.823812	-1.065693	37.278877	0.5	619564.0	6080.0	5280.0	448404.0
2m__BB11_01_1028	10.834325999999999	-1.238649	36.929901	0.4	28168.0	36872.0	0.0	1128272.0
2m__BB12_01_1029	10.042316	-1.242381	36.178238	0.4	19456.0	3240.0	0.0	618340.0
2m__BB1_01_1018	12.199806	-0.46276999999999996	35.104874	0.4	392.0	31996.0	13068.0	212944.0
2m__BB2_01_1019	11.999331	-1.107224	34.217251	0.4	1504.0	4672.0	0.0	213860.0
2m__BB3_01_1020	11.880966	-1.1106610000000001	33.280895	0.4	636.0	2868.0	8140.0	182724.0
2m__BB4_01_1021	11.644236	-1.029104	32.156036	0.4	2104.0	20476.0	12288.0	172260.0
2m__BB5_01_1022	12.858092999999998	0.9315120000000001	36.631714	0.5	4204.0	8936.0	5052.0	319544.0
2m__BB6_01_1023	12.510205000000001	-0.424278	36.352474	0.5	1268.0	1976.0	6740.0	254188.0
2m__BB7_01_1024	11.704639	-1.305482	36.249138	0.5	5200.0	18336.0	0.0	286948.0
2m__BB8_01_1025	12.738789	0.983359	37.519432	0.5	14820.0	10020.0	4648.0	479168.0
2m__BB9_01_1026	12.430351	-0.288335	37.26936	0.5	556036.0	4244.0	4772.0	239828.0
2m__BC10_01_1039	9.693172	-0.49836099999999994	35.418907	0.4	1177156.0	3964.0	0.0	1338692.0
2m__BC11_01_1040	10.094756	-0.273924	36.182128999999996	0.4	692084.0	2568.0	0.0	2692856.0
2m__BC12_01_1041	11.174306	-0.660359	35.60051	0.5	146120.0	2044.0	0.0	2652308.0
2m__BC1_01_1030	9.995136	-1.139648	34.845116	0.4	1340.0	21824.0	8560.0	430496.0
2m__BC2_01_1031	12.520996	0.8593790000000001	38.58445	0.5	11728.0	3516.0	0.0	719508.0
2m__BC3_01_1032	12.199516000000001	-0.39165500000000003	38.536910999999996	0.5	1303268.0	7440.0	0.0	674960.0
2m__BC4_01_1033	11.310058999999999	-1.028813	38.748463	0.5	43156.0	5264.0	0.0	454828.0
2m__BC5_01_1034	12.4951	0.8166	39.6388	0.5	291248.0	1964.0	0.0	1062396.0
2m__BC6_01_1035	11.4558	-0.8579	39.6646	0.5	124040.0	1608.0	0.0	1116528.0
2m__BC7_01_1036	12.469246	0.773755	40.693249	0.5	21816.0	2120.0	0.0	542352.0
2m__BC8_01_1037	11.601564	-0.6870539999999999	40.580795	0.5	193500.0	5912.0	0.0	591488.0
2m__BC9_01_1038	9.65658	-0.581037	34.655876	0.4	1153392.0	4500.0	0.0	659740.0
2m__BD10_01_1051	11.904958	1.482883	33.506828000000006	0.4	484012.0	968.0	0.0	2539400.0
2m__BD11_01_1052	11.601223	1.864797	32.337070000000004	0.4	290720.0	3392.0	0.0	747780.0
2m__BD12_01_1053	12.356564	1.8895110000000002	35.330428999999995	0.4	524332.0	1344.0	0.0	1575964.0
2m__BD1_01_1042	11.460046	-0.577681	34.613696999999995	0.4	1080.0	4568.0	4124.0	616908.0
2m__BD2_01_1043	11.397929	-0.68706	33.603931	0.4	17844.0	6520.0	0.0	590108.0
2m__BD3_01_1044	11.299917	-0.7196279999999999	32.802013	0.4	364472.0	2136.0	0.0	1510944.0
2m__BD4_01_1045	11.247916	-0.670844	32.014854	0.4	261708.0	1812.0	0.0	1302052.0
2m__BD5_01_1046	11.61763	1.056233	31.502691	0.4	374820.0	6488.0	0.0	847304.0
2m__BD6_01_1047	11.732201	0.499496	32.71159	0.4	203640.0	4264.0	0.0	1604384.0
2m__BD7_01_1048	11.93032	0.232632	34.341021999999995	0.4	397868.0	7736.0	0.0	2177828.0
2m__BD8_01_1049	11.730594	0.45368800000000004	35.976524	0.5	56080.0	6344.0	0.0	2167500.0
2m__BD9_01_1050	12.043331	1.247649	34.445060999999995	0.4	573468.0	3568.0	0.0	1773244.0
2m__BE10_01_1063	11.036139	-0.47127600000000003	43.427459999999996	0.7	392928.0	1756.0	0.0	508524.0
2m__BE11_01_1064	10.615082000000001	1.206573	41.572884	0.7	471788.0	2828.0	1584.0	2689912.0
2m__BE12_01_1065	10.757723	-0.477382	45.264603	0.7	899696.0	3632.0	0.0	2430568.0
2m__BE1_01_1054	12.126897999999999	2.1517630000000003	34.365196000000005	0.4	1010864.0	3952.0	0.0	1797040.0
2m__BE2_01_1055	11.82702	2.460232	33.629428999999995	0.4	787016.0	3040.0	0.0	1637928.0
2m__BE3_01_1056	10.091342	0.218703	37.373253000000005	0.5	523056.0	3228.0	0.0	1502008.0
2m__BE4_01_1057	11.333563999999999	1.565205	37.621433	0.5	85796.0	1436.0	0.0	2422464.0
2m__BE5_01_1058	11.793608	2.064078	38.122791	0.5	2840.0	1816.0	0.0	1076536.0
2m__BE6_01_1059	10.404795	0.12343900000000001	39.424782	0.5	2692.0	4460.0	0.0	2395464.0
2m__BE7_01_1060	11.482087	1.526585	39.780251	0.5	2820.0	2000.0	1588.0	1928664.0
2m__BE8_01_1061	10.467753	0.175247	40.418221	0.5	30520.0	2048.0	0.0	926556.0
2m__BE9_01_1062	11.071278999999999	1.519366	40.758446	0.5	2016.0	2512.0	1580.0	2419816.0
2m__BF10_01_1075	9.346307000000001	-1.0573489999999999	54.185745	0.7	412084.0	2932.0	0.0	1719356.0
2m__BF11_01_1076	8.25249	3.410461	54.858879	0.7	4076.0	2164.0	2244.0	2017916.0
2m__BF12_01_1077	9.312864999999999	-0.948413	55.850108999999996	0.7	2856.0	2852.0	2304.0	1579684.0
2m__BF1_01_1066	10.426701	1.8756150000000003	43.21954	0.7	1744.0	2724.0	0.0	2429932.0
2m__BF2_01_1067	10.739861	-0.600396	46.928783	0.7	15556.0	892.0	0.0	1627296.0
2m__BF3_01_1068	10.380371	-0.413677	48.644402	0.7	252444.0	3416.0	2388.0	1155780.0
2m__BF4_01_1069	10.00779	2.384845	45.163967	0.7	181220.0	1804.0	0.0	2534368.0
2m__BF5_01_1070	9.609465	2.755652	46.862922999999995	0.7	156856.0	3468.0	0.0	2243320.0
2m__BF6_01_1071	10.506409	-0.266072	50.060669	0.7	2980.0	4612.0	0.0	1751916.0
2m__BF7_01_1072	10.236174	-0.174816	52.429272	0.7	124272.0	5260.0	1452.0	1220460.0
2m__BF8_01_1073	9.205034	3.035644	50.673598999999996	0.7	125816.0	2632.0	0.0	1143044.0
2m__BF9_01_1074	8.251532000000001	2.64299	52.829032999999995	0.7	540320.0	4036.0	0.0	1539408.0
2m__BG10_01_1087					63420.0	932.0	0.0	929188.0
2m__BG11_01_1088					315804.0	1588.0	0.0	2239196.0
2m__BG12_01_1089					479756.0	3572.0	0.0	2692964.0
2m__BG1_01_1078					3140.0	6524.0	0.0	851220.0
2m__BG2_01_1079					150956.0	3752.0	0.0	1834168.0
2m__BG3_01_1080					162860.0	2328.0	0.0	758392.0
2m__BG4_01_1081					346740.0	2228.0	0.0	384972.0
2m__BG5_01_1082					1484128.0	1716.0	0.0	397864.0
2m__BG6_01_1083					1018764.0	1668.0	0.0	1454372.0
2m__BG7_01_1084					173464.0	2292.0	3892.0	1272204.0
2m__BG8_01_1085					716596.0	1120.0	2712.0	429524.0
2m__BG9_01_1086					641688.0	1856.0	1892.0	300664.0
2m__BH10_01_1099					454348.0	11448.0	5248.0	17956.0
2m__BH11_01_1100					12868.0	14324.0	3540.0	15152.0
2m__BH12_01_1101					537920.0	7376.0	0.0	13360.0
2m__BH1_01_1090					1844.0	3232.0	0.0	1961404.0
2m__BH2_01_1091	5.89203	-4.132445	57.975494	0.9	209596.0	2132.0	2504.0	3350044.0
2m__BH3_01_1092	6.700594000000001	-1.727771	57.523464000000004	0.9	524312.0	1384.0	0.0	2997436.0
2m__BH4_01_1093	6.50858	2.492052	57.037620999999994	0.9	687156.0	3360.0	3256.0	3320676.0
2m__BH5_01_1094					552104.0	4116.0	1564.0	3525344.0
2m__BH6_01_1095					31868.0	14260.0	3736.0	272324.0
2m__BH7_01_1096					3592.0	13736.0	5536.0	14388.0
2m__BH8_01_1097					1832.0	11404.0	3684.0	25944.0
2m__BH9_01_1098					547916.0	8900.0	2228.0	13752.0
3m__BA10_01_1115					556308.0	11972.0	0.0	62524.0
3m__BA11_01_1116					37996.0	9392.0	9968.0	198820.0
3m__BA12_01_1117					1454140.0	14408.0	0.0	199112.0
3m__BA1_01_1106					6288.0	6096.0	10024.0	74808.0
3m__BA2_01_1107	8.017168	-0.8358629999999999	37.049236	0.9	4604.0	11748.0	0.0	124296.0
3m__BA3_01_1108					7340.0	12384.0	9100.0	118576.0
3m__BA4_01_1109					1661764.0	11660.0	10828.0	196100.0
3m__BA5_01_1110					3688.0	14604.0	0.0	135100.0
3m__BA6_01_1111	7.106349000000001	-2.5859669999999997	31.722579999999997	0.9	9712.0	16292.0	0.0	87964.0
3m__BA7_01_1112	8.499108999999999	-1.185799	30.564235999999998	0.9	22828.0	10004.0	0.0	138060.0
3m__BA8_01_1113	6.90062	-2.34463	28.538898	0.9	8568.0	7052.0	7764.0	101320.0
3m__BA9_01_1114	8.583722	-0.815925	28.43042	0.9	1128044.0	13388.0	0.0	78068.0
3m__BB10_01_1127					3184.0	7816.0	0.0	515956.0
3m__BB11_01_1128					1140.0	8112.0	0.0	799000.0
3m__BB12_01_1129					37148.0	12728.0	0.0	571728.0
3m__BB1_01_1118					1984.0	13768.0	0.0	232172.0
3m__BB2_01_1119	7.739372	-1.166002	21.706203	0.9	1272.0	9144.0	0.0	197012.0
3m__BB3_01_1120	7.446199000000001	-0.8378950000000001	19.947117000000002	0.9	3824.0	6400.0	0.0	96224.0
3m__BB4_01_1121	8.317588	-0.846038	20.395771	0.9	1704.0	14560.0	0.0	544272.0
3m__BB5_01_1122	9.238627000000001	0.305212	20.629555	0.9	1272.0	16464.0	0.0	737616.0
3m__BB6_01_1123	9.584098	0.153399	17.639824	0.9	1356.0	13756.0	0.0	147492.0
3m__BB7_01_1124	8.715038	0.11347	15.792639000000001	0.9	1716.0	12760.0	8648.0	933820.0
3m__BB8_01_1125	10.611822	0.71262	16.473827	0.9	2008.0	10408.0	0.0	216748.0
3m__BB9_01_1126	10.622025	0.8722719999999999	13.764623	0.9	4148.0	11220.0	0.0	717704.0
3m__BC10_01_1139	14.109701999999999	-2.9094029999999997	0.926263	0.3	45512.0	7552.0	0.0	1232488.0
3m__BC11_01_1140	14.474201999999998	-2.376327	0.978605	0.3	15712.0	8640.0	0.0	205160.0
3m__BC12_01_1141	13.016132	-2.212587	0.956701	0.35	6504.0	20576.0	7340.0	2889220.0
3m__BC1_01_1130	13.624523000000002	-3.731037	0.561556	0.3	1176.0	14804.0	0.0	1098456.0
3m__BC2_01_1131	14.232501000000001	-3.729973	0.624099	0.3	512.0	6832.0	0.0	108168.0
3m__BC3_01_1132	14.343815	-3.317336	0.639099	0.3	1828.0	7972.0	0.0	250948.0
3m__BC4_01_1133	14.693416000000001	-3.109486	0.463146	0.3	2328.0	6376.0	8644.0	98444.0
3m__BC5_01_1134	14.793899	-2.5136950000000002	0.688575	0.3	29544.0	5864.0	0.0	200272.0
3m__BC6_01_1135	15.103995000000001	-2.171383	0.44621099999999997	0.3	15748.0	8736.0	0.0	230780.0
3m__BC7_01_1136	12.919571000000001	-3.5570019999999998	0.9876969999999999	0.3	2424.0	7344.0	0.0	202304.0
3m__BC8_01_1137	13.410286	-3.3395620000000004	0.7800520000000001	0.3	23252.0	5368.0	0.0	262176.0
3m__BC9_01_1138	13.818742000000002	-3.1738560000000002	1.0374510000000001	0.3	157952.0	8496.0	0.0	143468.0
3m__BD10_01_1151	12.708563999999999	0.013012000000000001	2.3547700000000003	0.4	7504.0	6772.0	0.0	1115656.0
3m__BD11_01_1152	11.803768	-0.567418	2.348548	0.4	7612.0	7516.0	0.0	1351000.0
3m__BD12_01_1153	11.666774	0.5460550000000001	3.007682	0.4	2144.0	4752.0	0.0	1244164.0
3m__BD1_01_1142	13.574848999999999	-2.258259	1.241044	0.35	2480.0	8424.0	0.0	230720.0
3m__BD2_01_1143	14.127641	-1.823005	1.1167639999999999	0.35	60320.0	6776.0	0.0	221140.0
3m__BD3_01_1144	12.64783	3.217589	3.241747	0.5	147508.0	25708.0	0.0	2796904.0
3m__BD4_01_1145	14.267052	-1.019117	0.999267	0.35	228840.0	8904.0	0.0	212664.0
3m__BD5_01_1146	14.769701999999999	-1.425784	0.9441959999999999	0.35	308156.0	8104.0	0.0	1093308.0
3m__BD6_01_1147	15.304141	-1.0217129999999999	0.798127	0.35	33856.0	7056.0	0.0	1241060.0
3m__BD7_01_1148	12.067724	-1.8963830000000002	1.70793	0.4	34588.0	9804.0	0.0	1184316.0
3m__BD8_01_1149	13.081657	-1.034087	1.760347	0.4	130356.0	9876.0	0.0	1307004.0
3m__BD9_01_1150	14.064179000000001	0.237143	1.472988	0.4	191184.0	9948.0	0.0	1144428.0
3m__BE10_01_1163	12.846063000000001	1.953498	2.838778	0.5	6568.0	4652.0	4204.0	1265936.0
3m__BE11_01_1164	11.695153	3.076696	7.5274160000000006	0.5	11660.0	3748.0	3924.0	2748912.0
3m__BE12_01_1165	11.514208	2.40306	9.514925999999999	0.5	2580.0	3196.0	0.0	1372164.0
3m__BE1_01_1154	13.800703	1.4276879999999998	1.838713	0.4	2412.0	4660.0	0.0	1493292.0
3m__BE2_01_1155	10.261932	1.675613	10.093817999999999	0.5	3348.0	4852.0	0.0	1870532.0
3m__BE3_01_1156	11.805947	2.138139	3.998179	0.5	2476.0	6636.0	0.0	1757720.0
3m__BE4_01_1157	10.946389	1.8350369999999998	4.016951000000001	0.5	49336.0	5920.0	4152.0	1425348.0
3m__BE5_01_1158	12.267358	3.639397	4.46481	0.5	20000.0	5368.0	0.0	2055944.0
3m__BE6_01_1159	11.007535	2.138067	4.916549	0.5	3512.0	6612.0	0.0	1135664.0
3m__BE7_01_1160	10.234083	2.331541	5.4661480000000005	0.5	7984.0	5816.0	5500.0	1392520.0
3m__BE8_01_1161	11.618183	2.988794	6.0759989999999995	0.5	12260.0	7876.0	0.0	2328192.0
3m__BE9_01_1162	10.661447	2.158743	7.375082000000001	0.5	3704.0	5688.0	0.0	700100.0
3m__BF10_01_1175					1412.0	4544.0	0.0	592108.0
3m__BF11_01_1176					1720.0	10956.0	6676.0	960388.0
3m__BF12_01_1177					4400.0	5924.0	12200.0	1141044.0
3m__BF1_01_1166					21356.0	12076.0	0.0	1398608.0
3m__BF2_01_1167					324956.0	9232.0	5236.0	959212.0
3m__BF3_01_1168					213200.0	13540.0	0.0	840060.0
3m__BF4_01_1169					324728.0	8044.0	0.0	1088696.0
3m__BF5_01_1170					21640.0	10028.0	5040.0	1602900.0
3m__BF6_01_1171					5292.0	4112.0	0.0	708940.0
3m__BF7_01_1172					25096.0	7628.0	0.0	486316.0
3m__BF8_01_1173					17420.0	6152.0	0.0	835520.0
3m__BF9_01_1174					221416.0	5568.0	0.0	758236.0
3m__BG10_01_1187					19884.0	1536.0	0.0	14168.0
3m__BG11_01_1188					60092.0	2612.0	0.0	0.0
3m__BG12_01_1189					14072.0	2292.0	0.0	10120.0
3m__BG1_01_1178					232648.0	7828.0	0.0	1475120.0
3m__BG2_01_1179					398340.0	6620.0	0.0	911672.0
3m__BG3_01_1180					19472.0	10112.0	0.0	1369880.0
3m__BG4_01_1181					12088.0	8992.0	0.0	738028.0
3m__BG5_01_1182					7816.0	9412.0	0.0	994264.0
3m__BG6_01_1183					1732.0	6836.0	0.0	1186976.0
3m__BG7_01_1184					805740.0	3732.0	0.0	1382648.0
3m__BG8_01_1185					19624.0	6684.0	0.0	2164596.0
3m__BG9_01_1186					35188.0	5996.0	0.0	2123128.0
3m__BH10_01_1199					576092.0	2692.0	0.0	1776.0
3m__BH11_01_1200					611116.0	2268.0	6324.0	0.0
3m__BH12_01_1201					9424.0	308.0	772.0	0.0
3m__BH1_01_1190					24520.0	1548.0	7440.0	8120.0
3m__BH2_01_1191					1087080.0	2936.0	6084.0	5444.0
3m__BH3_01_1192					168504.0	896.0	0.0	5484.0
3m__BH4_01_1193					211852.0	392.0	5568.0	14664.0
3m__BH5_01_1194					360008.0	2148.0	0.0	11888.0
